id,is_humor
450430478861221889,1
965920985999429633,0
93805715013115904,0
76084049541730304,0
965694090905051136,1
965736671500218373,0
965848332273844225,0
965770322409611269,0
965918213568696320,0
924362591669022720,1
965772843194691585,0
905952948064108544,0
919308590199869440,1
965738328246095872,0
845105182597877762,0
421333741681000448,1
965941768754728960,0
862645153286287360,0
335734062155169794,0
965897183311646720,0
965916523243110400,0
965798847279783936,0
150617151944925184,1
965815205656752129,0
965760876845436928,0
122804437835190272,1
752643639898058752,1
783801793792741376,1
965855626172813312,0
254347709681655808,1
892769111863947264,1
924336719440240640,0
965725657241194496,0
86604811012808705,1
965802551424765952,0
965700109748047877,0
263843305056501761,1
965807513290592256,0
965838068803567616,0
781946729729961984,0
965779524708421633,0
965782922069512192,0
965673194907631616,0
817509541311029248,1
510186423044284418,0
679537012278341632,0
965830003131895809,0
517768322067496960,1
959473242221129728,1
965660398069407744,0
839582019009019905,0
965719864907390976,0
965788508903395328,0
923581746276311040,1
965780887852994561,0
921761336811511810,0
438291292804481025,0
391334941898047490,1
965918913987948544,0
965955647727685633,0
716800403879407616,0
301479665590210561,1
172001593187774465,1
376771957502402561,0
248513797873082369,0
965772469901692929,0
965672788068626432,0
965826261833658368,0
363878716109111297,1
751052208611917824,0
965692786501668865,1
293395396368146432,0
826233560260489216,1
965752702113320960,0
794228804600229888,0
965794582268121089,0
965698335553347585,0
938802583216549888,0
954123906926948352,0
796760503972466688,1
715632314861027328,1
965722255694102528,0
393913984312561664,1
965753310316847104,0
832390083391135744,0
965727020402520064,0
705513313359237120,0
942416887597686786,0
794728557519966208,0
713095599852097536,1
965931610163089409,0
770389893449220096,1
965721416825016320,0
965928254728261632,0
480765946525913088,0
935306516818735105,0
816471782727290880,1
891482908606824448,0
967233252263120897,0
744362659278106625,1
965707646924967937,0
252557005477269504,0
954203521150197760,1
965744057657028608,0
901666658208669696,0
249545765540737024,0
965753448699498496,0
727163216082640896,1
965876635403735040,0
952995561216425984,1
315239913601769474,0
44935633264848897,0
965853931648659456,0
915238907746365441,1
634191810752049152,1
965862571919265792,0
751092170065534977,1
855526934817669120,1
965769789733068800,0
942274747945152512,0
965801892923273216,0
965836131039436800,0
226945784938106880,1
949130237970993152,1
952270165248479232,0
295553695410700288,0
119776192059555841,1
965726240278708224,0
750790181460910080,1
965745106241359872,0
946043249822781441,0
309447796992385025,1
965921233475907584,0
82498403031990272,0
798933132653117440,0
965724067612561410,0
895787198028689411,1
965789964310073344,0
965819408357740544,0
881117039200436225,1
958604895854235648,1
365620826915082241,0
925227589131689984,1
965682686596714496,0
922263679969714184,1
739469421211754496,1
967868564878245888,0
484104465067548672,0
955333629395308544,0
934513781132083200,1
965703746201313281,0
965830032504520705,0
844212232162623488,0
397797257900490752,0
934800669101367296,1
419234624003670016,1
403305021355212800,1
931030355963990016,0
965773153543827456,0
102088770492448768,1
820504715096166400,0
965957820377174017,0
965949431760683009,0
293890767934586880,0
965808192759521285,0
965923548731707392,0
826925692319330304,1
909267916222169089,1
965702857025642496,0
715626102681649152,0
965939046676684802,1
965810264749862912,0
102119661960839168,0
965786063611580417,0
965785224780148737,0
246060012110237696,1
892741417717682182,1
722170359022096385,0
965685383534202880,0
475014177103167488,1
965744636462600192,0
922291503933870080,0
325416012918947841,0
917179559597842432,1
777924063834480640,0
965776374790348800,0
965660662339981312,0
278558304421150720,1
861749071777759232,0
957672548568850432,0
293409069488828416,0
946046636349968385,1
547508262720249857,1
925755848386859009,0
711978232426266624,0
903665513250734080,1
25069752786,1
825768481941504001,1
812855258930180096,0
796183650048049152,1
307989865323184128,1
860328211074371584,1
965730791077679106,0
965790064981749763,0
220953386642702336,0
917932056759427073,0
965778027337707520,0
965753377400475649,0
817864292590583809,0
965716803065405440,0
965768774715629568,0
965814073194614784,0
965685098355052545,0
965689644955394053,0
965680585254539265,0
730475080275230720,0
965787703576027136,0
965815016883712001,0
440206063619825664,0
965718082328186880,0
798326423291367424,1
852234268671717376,1
846229238168498177,0
965765926758084608,0
965793781135171585,0
945899551579426816,1
809354987977351168,0
965958923462332417,0
925565958764326913,0
965703670695415809,0
815653342206492672,0
965660179994988544,0
486566399414771712,1
852688024307732480,0
895789305188286464,0
955103515034247170,0
965751552890859520,0
853307502594859009,0
726035829966016512,1
965790685726113792,0
965655402648977408,0
965929202649321474,0
965702508877402113,0
906640114045952000,1
823388106443358209,0
965776374786068480,0
965783685449572352,0
965763552807129089,0
251096192379940866,1
770432762780213248,1
301138684550447105,1
965685756860739584,0
829472153036787712,1
958929407258787840,0
95992779473301504,1
740893792916496385,1
310865187408334848,0
935183016644743168,0
459915427796508673,1
965795702147346434,0
280147359936155649,0
965778278995890176,0
965813624408363010,0
825854801602891778,1
965799120509251584,0
245176632552341505,1
944007141937082368,0
623644856729141248,0
965810503820939264,0
406159571753762816,1
432160899122462720,0
23859942106,1
221583323594620929,1
99508368225480704,1
828062947943514112,0
965655704668270592,0
830962688759099392,0
965716752754794497,0
858329640343134209,1
965700965394468866,0
965732628178587649,0
342466896278470656,1
965658833615015936,0
965808159205023750,0
965666320456011778,1
965845136184938496,0
293123914689826816,0
398638795500695552,1
907650516615868417,0
965738273720107008,0
474977969702989826,1
781942950494281728,1
292444364930682880,1
965818745649336320,0
319153571738312704,1
836708391087128576,0
965664701454651392,0
945068325544923136,1
965804707317940225,0
738679104615112704,1
129306862209343488,1
965655461369282560,0
965762781059469313,0
965683957466566656,0
779406609227272192,0
288094134105952256,1
965875528145260544,0
928066297270644737,1
965798457792397313,0
635612364277215232,0
243813794374111232,0
965698310383263749,0
965958759884476417,0
786372558023118848,1
111970483725025280,1
943094606899695616,0
760883074678808577,1
965774718019293189,0
965787271583666177,0
266920363626229760,1
935555643850682368,0
359864986534805506,1
954102634549522432,0
920880767059808256,0
965814102533857280,0
344840999333408768,1
902017280384483328,0
624312222857035776,1
965780342597660677,1
965770947340001280,0
961706895395426305,1
761450927391924224,0
961777164805959681,0
965809711097532416,0
965817122428522496,0
965714517186568193,0
937080694718717952,1
965802492696162304,0
965923007641288705,0
965859828861227008,0
965662147115192321,0
512597424771440640,1
90460497937313792,1
965670351169519617,0
965951130458083328,0
461545741119270914,1
965770871842508800,0
965784553674760192,0
241572550893785089,1
741618511022198784,1
965721144165838849,0
965822000399831040,1
939518126412255233,1
965694111909998592,0
844735686167220224,0
965689342973923333,0
965703280646115329,0
656117259497316352,1
837500486932643840,1
965750131000856577,0
965849053677441024,0
965946806134824960,0
762646862943903749,0
77558131001008128,1
782785277219655680,0
963316604938477568,1
965798134818500608,0
906229921202282496,1
965748482647748608,0
942079817905770496,1
811715281575759873,0
777654238394642434,0
965709723101261830,0
965785606445035521,0
965688613144055810,0
965853352830488577,0
604794587526385664,0
476480901010845696,1
957448855980793856,1
965787158341701632,0
965797119817867264,0
965718241740980231,0
965900094166982661,0
185532562523963392,1
300373563247034368,1
936646383142088704,0
965695835735502850,0
921120528991182849,0
965800328435240960,0
965936232294486019,0
965795358185058304,0
251346993006407682,1
949214223795671041,1
965816006777147393,0
787857586599014400,0
965725153953972224,0
910913269501591552,1
784273758651424768,0
734702987877056513,0
811617352366379008,1
306447551719145472,1
379816498677555200,1
965794259306729472,0
965766623004151809,0
818530105169510402,0
290480533174095872,1
943693307049398272,1
965754845415256064,0
775562627732779008,0
965809119692312576,0
965753142536212481,0
965710289340641280,0
965732242302603264,0
920682644509036545,0
965656535140454401,0
896952623412240384,1
874255043108757504,0
965711648278409216,0
965782372653436928,0
965846591629225984,0
251213091096895488,0
249674543432601600,1
135029751810244610,1
933432373773045761,0
965767130544254977,0
907445156831428613,0
292772070276857856,0
959487660564807680,0
965791029667516421,0
965733127292321792,0
942899257157324800,0
211576441484222464,1
965825666242568192,0
803590918108364800,0
965892959672643585,0
787877399580975104,1
852575440464224256,1
607883516001570816,0
965703574264143873,0
937973719108120576,0
965769068316897280,0
942546339426074624,1
308746972280524802,0
383019073920962560,1
965947745646333954,0
746544282803249152,0
942770027236937728,0
915066421012570113,0
259287082952966144,1
915447614631481344,0
29521230755,1
965755290032443392,0
953934901866369024,1
25500379578,1
952234951520473088,0
161893495110512640,1
704159603999657986,1
942122392876396544,1
347068155232919552,1
686407663933124608,1
965734758910177281,1
887163969852407808,0
965723371374825473,0
965950941722705922,0
965766388160884736,0
912786607320612864,1
130042098480185344,1
285404696624132096,0
831949713935106056,0
965834725918236672,0
917557534109650944,0
382168590612299778,0
754333248197648384,1
362910480160923648,1
424188367446618112,0
965663153748049920,0
965738374400274432,0
965698813729046528,0
965794653546123266,0
297517074425716736,1
965779428218322944,0
965790476019359744,0
965845702411784192,0
365620701970964483,1
809856798597316608,1
965829587908399105,0
690733046111166465,0
965859757537021952,0
724434412444639232,1
965661383739232257,0
763773662868668416,0
965764995626754050,0
77097008627855360,1
420564497225371649,0
965765758994219008,0
785989045809590272,0
834296691880710145,1
965656547727675393,0
836058118924574720,1
968819968254136321,1
803646345101750272,0
907424276986449925,0
965699166025416704,0
965937796782415872,0
81145398802137088,0
807443653656530944,0
965804858312806400,0
826622595344789504,1
960973551443595264,1
965788798306185216,0
402190487613747200,1
244909691996618752,1
965680920815636481,0
965727301425156101,0
236679699840000000,1
791671128464855040,1
238398573744623616,1
965734725343117313,0
965719256745893888,0
965859761718784000,0
965697664481398784,0
800203915333693440,1
965901948028424193,0
965804052989857793,0
965770444048609280,0
965075158846259201,1
869185299401912320,0
77128648129392641,1
101040470326652928,0
332723847256240128,1
965797157562437633,0
965796180289642503,0
960696303159189504,0
908370209144160256,0
26828697231167489,1
926236407177375745,1
965797715417460738,0
447577495957954560,0
965662121924194305,0
664469852648841216,0
884792960302370816,0
396065261431705600,1
960374683194535936,1
720755367664349184,1
965718082353168386,0
965714026448777216,0
796080405866655744,1
818589636478062592,0
807612846586507268,0
965720624076386305,0
965785216366399494,0
778523814326112256,1
965907346097655808,0
965770192365203456,0
965833740256796672,0
417786186044669952,0
786400391583838208,0
946469843225731073,1
288819028850532352,0
944652685256556545,1
313322856882786304,0
702571015784763392,1
419507529987551232,0
803740268063236096,0
718815026065367040,1
944444385516818433,0
851303136379772928,0
965656610633785344,0
965779310811508736,0
322875871943872512,1
965688734812393473,0
965779562461310977,0
442398357386838016,1
965906637272698880,0
965782536222859264,0
961707969090998272,1
693101530350747648,0
941121939875287041,0
917974925029396482,0
965743730501324800,0
289493772029554690,0
965674247682015232,0
285229954726240256,0
884741336334827521,0
965852706932908032,0
961405980771680257,0
965847115896324097,0
965825871750758400,0
393420400199094272,1
965791423944708097,0
940487833432752128,1
425695192121765888,1
388866460904210434,0
965950912345903105,0
965662428112486401,0
916107496191696896,0
321417484735479809,1
965720552781549569,0
177913164460068864,1
965732867253985280,0
965771849111089152,0
965829915051479041,0
965719055419301888,0
965953701574737920,0
414142152654848000,1
965906788292923392,0
965660997884239873,0
965816803690598403,0
965686385977057281,0
965787158329118721,0
729831070829445120,0
945518448209252352,0
546392304756342784,1
451766554523598849,0
790027248770232322,0
456400408294871040,0
965666551113412608,0
965719915264204805,0
3533041876082688,1
724918466717831168,1
965908767983456256,0
965748067432566787,0
243731853121581056,0
965813569869766657,0
534336411043127296,1
965689057740288005,0
172423701835427840,1
465257523717885952,0
965814727510241280,0
113364763697872896,1
308017845340626944,0
965666546948419584,0
751949063394775044,1
965951377905258496,0
737683814147710977,0
803777686091010048,0
789625019911380993,1
119778877135532033,1
424611152237064192,0
955827267560787970,0
965925293545394176,0
641204700000452608,1
965685085747011584,0
965737346795757569,0
321601587321651200,1
928791071789760512,1
906579714344497152,0
968305436427505664,0
965775972120301568,0
778652458461507586,1
960237626715443205,0
322910514055372801,0
965953261177135110,0
313326448859574272,1
965707730781659136,0
965716035511967744,0
670780398352392198,0
965842724455895040,0
965766262323335168,0
826247504941432832,0
965661341791981569,0
965704786392862720,0
965732535895560193,0
761169755608932356,0
965712428431536129,0
965800856917626880,0
965667884931444738,0
965815113390481410,0
893321752306229248,0
671494648280559616,0
94922565813944320,1
965738399561912320,0
965759643690721280,0
965946181196091393,0
965909707520126976,0
413528130796531713,0
298573409510645760,1
859901778120331264,1
965738093352554496,0
965780111894220801,0
348981203069710337,1
343585427124547585,1
956187997199839232,0
320267321371398145,1
965785728079814656,0
751496081595248640,1
944314843431161858,0
960977093730463744,0
965826777720516608,1
965954758514065408,0
818980616960180224,0
111086736427335680,1
965761069762228224,0
965820880520712192,0
828483368517918721,1
596857720717709313,0
965931928946962432,0
965773531043778560,0
965683462572187649,0
965902593972109312,0
965780179015610369,0
831140887929384962,1
853327917186789377,1
947544529552502786,0
732739508505071616,1
827265843796930561,1
965820440127078400,0
963429312044007426,1
915753803256860672,0
965749619299946498,0
965841105475469312,0
752481421357355008,1
746906485519585280,1
965684645340893184,0
965887574156947456,0
864894648275263488,1
109640447080665088,1
974884209897721857,0
965729830607245314,0
965657785013821441,0
961932626780131328,0
965678790121844736,0
926250945410936832,0
711313851673739264,1
324312649556951040,0
208689521947197440,0
927410489373659136,0
908436953082687488,1
420202111754702848,0
265951905635770368,0
965798050961772545,0
165637296501166080,1
965731449570816000,0
965796431935295489,0
618949381694320644,0
965938774042492929,0
235544916527288321,0
297045524815683584,1
965921996805730305,0
505790198924734464,0
946335444823953409,1
566198156879077376,1
965846331586736128,0
965666366555590657,0
738431834460192768,1
965655276815769600,0
135070020488269825,0
443168428455514112,0
27052681636,1
363881666550312960,1
782740965828141056,0
965761807959973888,0
965831617972449280,0
965668988020842505,0
965920382002884608,0
293094604486615040,1
436720948897542144,0
965884961105633280,0
950020960886968321,0
965922617579499520,0
853433852567670784,0
965699807770763270,0
972867968408391680,1
812731880772669441,1
358613344204230658,1
663662477369057280,0
965958197872939009,0
965757592696913920,0
754079372362022912,1
603653801208348672,1
824516179339333632,0
965789767198760960,0
911698441792659456,0
83287301173686272,1
841424211868553217,0
226095140954054656,1
965915545991352322,0
965907195102662656,0
965726982658052096,0
965792099240116225,0
419596861880946688,1
805879407432843265,1
723964741593509888,0
852949051448455169,1
171246739699924993,1
965759132014927873,0
965791667226927105,0
965934034470735873,0
965669881390731269,0
146720370416812032,1
965667431917215749,0
796444382086000640,1
637404950662918144,1
637469020967579648,0
456560607588655104,1
683096135183908864,0
805623065497305088,0
965808733853974530,0
81183467332841472,1
736634801244000256,1
965768971847954433,0
796206916749774848,0
254301891138318338,1
436600150543200256,0
965743369812172801,0
965731495729094656,0
965788978652827648,0
965664630151565313,0
965769877804888069,0
782388438976892929,1
965751410276134912,0
965671001299324928,0
771111610681262080,1
162995273029783552,1
965801062463623168,0
747500094300237825,1
965734993778556928,0
879134776896172032,0
965884306785783808,0
965767881299562496,0
286708819789242368,1
245561628546977793,0
772732262571880448,1
299331553262202881,1
167603301431513088,1
965808691902599169,0
233044553265979392,0
947212452994850816,1
729169083208470530,0
965775640757751808,0
965743147518255105,0
965820695971287040,0
965954024523685888,0
896061220783927296,1
296453209814355968,0
965662558127575040,0
83286110087815168,1
965883761526231041,0
965664525268803584,0
965740119234891778,0
931978569051381760,1
742080303238254596,1
472422286096470017,1
799682393095438336,0
965733571901165568,0
965656761599447040,0
946234187304128512,1
965778987829080071,0
383593099940737025,1
104712370554802176,1
965811736954789888,0
965716182342033414,0
965803021207785473,1
912803777555648514,0
965801221826150400,0
965945581410684928,0
910143194490314753,1
919308078998106113,1
965709240768835584,0
965695697336061952,0
965723874695532544,0
335517410364907520,0
65224395785904128,1
295944471940567040,0
965952535541551105,0
965831982843392000,0
368937848088428545,0
933503973868408832,0
893291351743369217,0
677538249892491264,1
965928170846326785,0
740222127555502080,0
916817172978057216,1
172862229132218370,1
965789159012093952,0
965862097958719488,0
128588347131183104,1
442519150330515456,0
965741603993374720,1
3587093666205696,0
965767810029940736,0
419310788802011138,1
955215184485785600,0
791613482609369088,1
965724088588296194,0
965668329506603010,0
814075253743726592,1
965808423458787329,0
965751636755931136,0
965784960530567169,0
351527336618897408,1
750155997029687296,0
951945463762227201,0
965764664293515267,0
965821815879884800,0
965781202417397760,0
785977712317911040,1
965808213760397312,0
768489116937834496,0
965790954174205952,0
269585765158232064,1
965758670607998977,0
965726319941124096,0
819217051030061056,1
965778308360110080,0
965783278618923008,0
961999386850025472,1
965832767190831104,0
317432603558965248,0
903623100650151936,1
723203437182242816,1
297162469820993538,1
965843735291531267,1
831587163439497217,1
965848558770573312,0
546423346809028609,0
965807995648118784,0
761008735535923200,1
965821857818693632,0
965807571994017792,0
959795007724097536,1
823724262812950528,0
965941554849468417,0
965698423641997313,0
946046848627826689,0
913434885569703937,0
965817520908328961,0
965806141765832705,0
295011422864289793,1
965809761458577408,0
434667414223986688,0
965958113978396672,0
956211751946735617,1
965763221436198912,0
317424567368949761,1
793188186671505409,1
965657432696541185,0
800655005510344706,1
136938969802883072,1
608734447597289472,1
842338422865969154,0
880994523844890624,0
792048587886751744,1
952730808837488641,0
332520018338271234,1
921434744688168960,0
3531845467639808,1
965766656571117568,0
311204440361299968,0
963341605875978240,0
965703003805233152,1
965879886014328833,0
965870012601790465,0
965791948211712000,0
965782808823201792,0
965677330499887105,0
965782443922948098,0
568082550591258624,1
67980970065788929,0
965683965871960064,0
773266468859318272,1
965928447641096193,1
965657080366620672,0
965656749045960704,0
422517271718678529,1
965838043629391872,0
965937821918945280,0
774604599021875200,1
617113179919925248,1
965817768372260866,0
965847946393800704,0
895873389088301056,0
960977947640385541,0
965711367251677184,0
455790871326105600,1
965837104105381888,0
965847430477557760,0
102442984074772481,1
796204254415491072,0
965805491631902720,0
965654941284143104,0
909620494600736768,0
965675476583936000,0
772456695863717888,1
327541410817531904,0
401176742485704704,0
497056925033713664,1
290482367058030592,1
965795802810650624,0
679324629622763520,0
965749791279009792,0
890222611304783877,0
907240745081475072,1
965768338478690304,0
961768368326918144,1
821210835951480832,1
351078674633719808,0
221358684792569857,0
965706682222415872,0
402082711898030080,0
335134864338735105,1
965821681649545216,0
965801804847075328,0
750757503630180353,1
965732531718049792,0
922159118319841280,1
965888987645796352,0
69933939682320384,1
965767902279491584,0
965805617473622016,0
343850515622404096,1
806211050672685056,0
278534014682427395,0
245340944612872193,1
965720036907380736,0
103885812671856640,1
789604446376300544,0
965731311158747136,0
965749430585626625,0
203636822402797570,1
965864920716898304,0
965785786808520704,0
965935246645563397,0
906925866986467330,0
408243305495805952,1
965804279482273792,0
965759111009849344,0
713315056180674561,1
860101726660993024,0
965708640958189575,0
811707980869697536,1
943495913171013632,0
823685014332309504,1
920833638987571200,0
965815830608039936,0
965839612290764802,0
330848972430274560,1
749657719582240768,1
114031258006339584,1
965735023130312705,0
168008469297901568,0
926872422996996097,0
828619279788494848,1
925810126690439169,0
970369884348649473,0
965942154630782976,0
965840249820778496,0
965776148272738306,0
783522907821604868,0
299622637666177024,0
147306206548082689,0
924729078002921474,1
883445388027580419,0
966729300027338752,1
193876910651084800,1
388408114480836610,1
965815654426214400,0
965924957996843008,0
96601112613883904,1
965922172987375617,0
965790421501841408,1
965695466640957440,0
965746565850828800,0
965676802004971520,0
782771964414795777,0
780225373048967168,0
162198307198869504,1
931620240802439169,0
296055182297559041,1
817104091084099584,0
726432427158044677,1
108643610714570752,1
757374681724882945,1
467033026049093633,1
965751712257593350,0
808080575533752320,0
83627788405452801,1
81170379883819008,1
781164712759169025,1
153577243346604033,1
310868275246546944,0
965734456920367104,0
94449897327181824,1
303169389547638787,0
965666177828737024,0
676730162281582592,0
965772973197135872,0
965685660379222017,0
80351387497664512,1
965828161870159877,0
770797978680369152,1
965702227871584256,0
965925201249800193,0
805097691407675392,0
435508714427404288,1
714545150307897344,1
942220346966659079,1
828800471393406976,1
910248893866164224,0
965895186848141312,0
965380468186275840,1
684710803010904065,1
965782259403051009,0
965814995916386304,0
965721232246222848,0
772430220913700864,0
410478029459046400,0
401375477903798272,1
928696818845745152,0
144570895342645248,1
945402201433927681,1
965699967150186497,0
965762432915427328,0
301482854125289472,1
933494695472361473,0
965763426969620480,0
905378784693637121,1
952724294177607681,0
879052470495956992,1
965842045008072704,0
955651303849435136,1
965666517567266816,0
965751636789481472,0
965932994283425798,0
755091036909740032,1
965811472726155265,0
965943974954459136,0
960135222770786304,1
965654895150772224,0
965736352720531458,0
800632989281611777,1
288464020174946305,0
305400911960879105,0
965732665923076097,0
780244743041056769,0
965952116136300544,0
211658565931376641,0
953690075082166274,0
965943219988127744,0
965703993686220800,0
965835648665116672,0
921814827978362880,0
965727376930942977,0
771081419447828480,1
965944193091809283,0
965928330213158912,0
328328342753382400,0
877392723392778240,0
327152903724871680,0
966016503291305995,1
965769697449914369,0
796095387157336064,1
888582680551411712,1
781689543724453888,0
965917915781500929,1
943022668709810176,0
965766023231299585,0
432885676300718080,1
298603447765327872,0
965777859582324736,0
965708078942490624,0
891717298570092552,1
836184123785928705,1
946925563167383553,0
965770842482372609,0
965731021751767040,0
281043390215368704,1
851601586367451136,1
526173613704368128,1
965660897204154369,0
965819047609864195,0
965716400412258305,0
965686813804314624,1
61948626867470336,1
232492994689892352,0
617010241293688832,1
605512573845405697,0
965780707481026560,0
965795316275572736,0
965750902786273280,0
101460705332563969,1
22469018150,1
477077791314157568,1
965734842779553792,0
965883778307633152,0
405857585120559104,0
965712646522785792,0
792085756147793920,1
965858587330404354,0
944729551346728960,1
383748821571743744,1
965722096298070016,0
805989130371006465,0
965754820232654848,0
71658795222310912,1
965949821851971585,0
965909460056203264,0
965766908225171458,0
181389379300896768,1
624636336050466816,0
965726550623707137,0
965772021086019584,0
874360445473177600,0
833571916350836736,1
542882048323895296,1
628740804526374912,0
965912458992013312,0
802905768039247873,0
965714638821236736,0
294255432522940417,0
754030332102475776,1
965951164029243392,0
280696166335803393,1
955925745993383937,1
965727825700507648,0
965955333129719810,0
770010968541790213,0
932414950730997762,1
965742228957212673,0
965776223791206401,0
669293735302316032,1
965822512130084864,0
257848835655745537,1
185854810594086912,1
99138950303723520,1
753670409992581120,1
961725061467131906,1
641208684253736960,1
680207497802588162,1
517794785281998849,1
965794682923036672,0
965734020704292867,0
965739959838826497,0
965726991050735616,0
250210504251957248,1
965940720195555328,0
965801154717405184,0
965692891334107140,0
945782624764735495,0
879217170923782145,0
965723396515487744,0
965759673050771456,0
965841973709025281,0
965761963165970433,0
951070743156133888,0
965689040996413440,0
965878535457001473,0
965714554939494400,0
956059377542287361,0
965753016711335936,0
25742638945,0
420232306519842817,0
965947246519996416,0
965697073080254464,0
965683059902373894,0
286860329584046081,1
847468812442099716,1
840944147901100033,1
965718241728499712,0
305104993357271040,1
755882805771444224,0
811277061717422080,1
965917303408857088,0
420745689841160192,0
160504054190051328,1
965727213361553409,0
119965276363173888,1
480430662290538497,1
965655406877007872,0
359021499958571008,0
965812231865815040,0
965705059030982656,0
343186362633162753,1
786573769066315776,0
965706157926047752,0
965722771568386049,0
912758079875420161,1
965896650643386368,0
965778035738898432,0
796501752266637312,0
965690202793668609,0
965837104105345024,0
965785707124998145,0
154076664287076352,1
759614087105908736,0
144578612316741632,0
965821304162193409,0
389814490503458816,1
965757370398838784,0
242484228690960384,1
27566838460,1
965726038948044800,0
485183972109201408,0
936807785798385665,0
758682242143117312,0
400059378784432128,1
951222798902587392,1
296064169961197568,0
965700696950505473,0
965791138736197632,0
965786915084566528,0
965688084695220225,0
293119576575729665,0
929393296790753280,0
965735371282829312,0
814739103765831680,0
965749917120716800,0
965926631541035008,0
955616830663651328,1
965863708575576064,0
735982676780273664,0
679802357593575425,0
965778564204388352,0
724791190432919552,0
965763099818102784,0
747259972854091776,0
941804331472433153,0
965675963123163139,0
965703679113351169,0
965752005875699714,0
795099664135557120,1
965913037805768704,0
965763343083606016,0
965920004532264960,0
933846266852859904,0
910535783328604162,1
821132429788332033,1
826310451793260544,0
965841914963533825,0
305526059225452545,0
423976980082462720,0
404081437391208448,0
725804761463705600,0
965682376218234881,0
965725413979942914,0
733145217994502144,1
293430036516724736,0
925370227998711808,0
965667176064671744,0
325785820516716545,0
965799326021705728,0
965660272244461568,0
803055533720748032,1
965745638930599937,0
965784595617763328,0
25742443698,1
858781450006519808,0
965688164382838784,0
292762907509415936,1
965727527930036231,0
965802656278220801,0
965905244772323329,0
965812949112811527,0
776507132501856256,0
965747362789543936,0
136974882822037504,0
965956981528977411,0
802966996799389696,1
210864553129545728,0
728986084974170112,1
965715263772614656,0
965795194636513282,0
926592328696864768,0
787845922730283008,1
317683252284493825,1
810922668144857089,1
575292974705303553,1
965660737812226049,0
965719235757457408,0
965831395670097920,0
965777821825163264,0
72086075568422913,1
311206140014899200,0
64394490424733696,1
955626374651314177,0
309483685944631296,1
341638933848944640,1
965723107137916930,0
965765465413861376,0
787523085993844740,0
789079580065853440,1
298167761182531584,0
965661362759356416,0
797318574478127104,1
965782230034460673,0
67388338679721984,1
965746389719375873,0
137573796751220739,1
965774797740412928,0
965831332763979776,0
965798382290661376,0
971086500292190209,0
743826867170512897,0
492746796540899328,1
