id,text,is_humor
940659271540207616,"—¿Me da una camioneta?
—¿4x4?
—Veinticuatro, pero ya dame mi camioneta.
—No, por burro.
—Ay. :(",1
428235030481997824,#RecuerdosDelColegio cambiar mínimas palabras de la tarea que copiaste de tu amigo para que el profesor no se de cuenta.,0
965780271290376192,Mira que lindo mi layout @iacho__ 💛,0
919752983646261249,Algun@ de los #Sucioliebers mira The Blacklist? necesito hablar con alguien de esta serie 👀,0
777312142911340545,"TAURO: Estás tratando de decidir con quien estar, quédate con quien te quiera a ti, después aprenderás a quererlo igual.
No seas cod@.",0
1092861089023475712,@CarlosVictorM pregunté a Pulgarcito lo de campana gracias saludos y bendiciones,0
965944218249199621,lo que aprendí de la tristeza no podría habérmelo enseñao nadie,0
965726391269560322,Se descansa sola la pobre,0
277419679239270400,"""Mientras alguien te descuida, siempre hay alguien que quisiera estar contigo.",0
965769827485995008,quiero hablar con alguien pero seguro después me da paja y re cuelgo,0
965680740443844610,Estoy re nerviosa,0
592131064237285376,Alcohol + Celular con saldo = La peor combinación,0
761270128986193920,"—Hola guapa, está hermoso tu tatuaje en hebreo... 
—Son varices.",1
965951914780356608,"""Quién conoce las tempestades, ve llover y sonríe"". 🌩🌞",0
921536222245289985,#LaPascualita se perdió también entre tus ojos ☹️,0
1012049531008180224,Di vuelta el televisor para verlo a Neymar de pie.,1
1092857377064398850,oye en realidad me encanta la peli de las bratz,0
957486809155559424,"Detrás de un ""Cuídate"" hay un ""Si te pasa algo me muero"".",0
965730723968765952,"Cómo que me sacaron Homeland de Netflix, cuando pasó esto?",0
814673570056077312,Amaru Sandoval... nuevo vídeo para el y su banda cerote guau,0
965946923558539264,"Que triste que tengas que pelearte con los maestros para una buena calificación para tu hijo, porque él solo no puede sacar ni un 6.",0
182951062599245824,"Cariño mi mama se a tirar por la ventana. -Corre, toma las llaves y aparta el carro #XD #JAJAJA #RT",1
306122046339948544,"Q se acabe el ron,los cigarrillos,el pan! Pero q el CAFE jamas nos falte!#CoffeeLoversClub SALUDOS!! Y SALUD!",0
965771547117064193,RE MIL COLGUE CON EL THREAD DE THE 100,0
790574915384508416,"«Este pendejo ya me está olvidando, le voy a mandar un mensaje para confundirlo otra vez»

—Satanás disfrazado de mujer.",1
965781433125044224,#Soyexatlon cuando solo faltan 5 min para irme a la escuela.,0
754875680089866240,"A pesar de golpes y caídas, sigo contigo.

-Mi teléfono.",1
965875402282500096,Y todo cuando ya casi me voy 😒,0
716998119578165248,El peor trabajo del mundo es tener un puesto de frutas en las películas de acción.,1
857965262515179522,Si te caes en público lo mejor que puedes hacer es quedarte en el piso y excavar con las uñas hasta otro país para empezar una nueva vida.,1
792496280710750208,"Cuando sientas que todo te sale mal, recuerda que en algún lugar del mundo, un pobre pendejo está jalando una puerta que dice: ""empuje"".",1
1052999521574088704,Me dijeron que si iba al gimnasio me marcaría. Llevo 6 meses yendo y sigo esperando su llamada.,1
744368198406004736,Conchetumare 3 - Chingatumadre 0,1
833475575784288257,"Peleas de pareja.

Antes:

—Me fuiste infiel, ya no te quiero.

Ahora:

—¿VISTE MEDIA TEMPORADA DE LA SERIE SIN MÍ? ¡¡TE ODIOO!!",1
904073200526491648,"—¿Me amarás? 
—Siempre 
—¿Si engordo? 
—Rodaré contigo 
—¿Si envejezco? 
—Compartiremos bastón 
—¿Si dejo de amarte? 
—Te enamoraré siempre.",0
158545057304162304,"tengo un amigo Bombero , que incendió todo donde vive , para llevarse algo de trabajo a su casa #chistes",1
730082494557478914,"Dormir en la tarde. Despertarse y no saber si es de día, de noche, invierno, verano o el 2035.",1
965744892344459264,"Acabo de tirar mi orgullo y dignidad a la concha de la lora, esto pasa de vez en cuando.",0
1092876238849540096,"Fui a grabar toda agripada, las recetas no se van a escuchar chido",0
965744082822811648,"Quisiera ser como tú sin sentimientos, quisiera sacarte de mis pensamientos, quisiera cambiarle el final al cuento",0
965911242631208960,Yuzuru Hanyu es la cosita más must protect de la tierra por favor habéis visto lo lindo que es no puedo más,0
804148301645889539,"El del Uber traía cuernos de reno. Una estrellita, por naco y porque todavía es Noviembre.",1
213791353283424256,"FELIZ FIN D SEMANA PARA TODOS, QUE DESCANSEN",0
965897380452323328,Quiero dormir 5 hs más 😭,0
965802803103981568,Si me va doler amarte pues que me duela,0
686754528759267328,Amo mis tuits buenos. Por eso no amo mis tuits.,1
287286946642944001,"Buuaajjj!!!#MeMeoPlus""@abrecadaver: Tranquilos hombres, los dildos no nos van a reemplazar hasta que puedan pagar la luz y el agua.""",1
965721379076272128,Estoy de mal humor cansada y triste q bella combinación,0
300076702468550657,"—¡¿Qué estás tomando?! —Es agua, mamá. —A ver, ¡Esto no es agua, es vino! —¡ALABADO SEA EL SEÑOR!",1
948004876352712704,Es preferible llegar tarde que llegar con el celular descargado.,1
69739555628122112,"Los curas cuando juegan tenis , 40-30 es el marcador preferido...
Porque está cerca de deuce   #chistes",1
781147277817634816,"Los hombres solo le vemos las nalgas a otras mujeres solo para decir: ""Ah, están más bonitas las de mi novia"". Y ustedes haciendo un drama.",1
1090360687120011268,"vieron que las puteadas en diminutivo dan más bronca? tipo ""pelotudo"" no te jode pero ""pelotudito"" te da ganas de irte a las trompadas",0
730067642111827968,Mirar el Whatsapp de esa persona. En línea. En línea. En línea. En línea. En línea. Sigue sin hablarte. ESO EN REALIDAD DUELE.,0
965656610638106624,Ajajaja mira vos como era la cosa,0
298218189165322241,"—¿Por qué me ignoras? —Whatsapp no funciona. —Pero estamos aquí en persona. —¡WHATSAPP NO FUNCIONA, DIJE!",1
315621540265881600,"¿Celoso yo? ¡JAJAJAJAJAJA! Ahora no puedo ponerte un chip rastreador, porque entonces ya soy celoso.",1
304018887622656000,"Jesé, te voy a poner mirando para Getafe.",0
922976838342856704,"Si te sientes triste porque te enojaste con tu pareja, no lo publiques en todos lados. Si a tu pareja le vale verga, a nosotros también.",0
960972379118809088,"“Sé cocinar”

MENTIRAS DE MUJERES",1
649078564680257536,"En realidad no es insomnio, sos vos.",0
681327561826250752,"Cosas que le molestan a una mujer enojada:

1. Que le preguntes por qué está enojada.
2. Que esté enojada y no le preguntes.",1
873628583595450368,Hoy me voy a alcoholizar como mi papá y su papá antes que él,0
965705402963898369,"En este momento me chupa tanto un huevo la escuela, solo pienso en el miercoles!",0
776786550441082881,"No se si estoy cruda, peda, viva, sola, arriba, abajo, cintura sola, la media vuelta, Picky picky picky demasiado picky picky picky picky.",0
148877919123542016,Si un abogado enloquece... ¿pierde el juicio? #fb,1
965933220792602624,"-Fedepadres, la Revolución Educativa forma hombres y mujeres que serán de bien y contribuyentes a la nación.",0
963598746910064640,Admítelo. Tú también te haces el dormido cuando alguien entra a tu habitación.,0
407518529722658816,"Reír, dormir y comer: tres cosas divinas.",0
1092869985167466496,¿Es obligatorio que te guste lo que hace Rosalía?,0
1062844385828556801,Se me hace que voy a dar de baja la vida entera.,0
965732074522103808,"Ah no, bien.",0
1092872975706132480,"Yuos pero coco mío, deja de pensar tanto",0
791508873681129472,Para pendej@ no se estudia... pero tú ya tienes hasta doctorado.,0
93408736235888640,"#Chiste Pepito, ¿de qué te disfrazaras? -De BlackBerry! Para que las niñas me digan BB, me pidan mi pin y me soben la bolita. #chistes RT.",1
965666387535519744,No me falleis,0
82495320923193344,-¿Cuánta gente trabaja en tu empresa? -Sólo la mitad. by @hadacon #fb,1
965822738609958912,Jesús me voy a dormir y voy a apagar mi celular por favor no muevas México que no escucharé la alarma. Gracias.,0
294908480458985472,"—¡Hola! ¿Cómo sigues? —Fácil, pongo ""Follow"" —No, Me refiero a tu estado —¿A mi estado de Facebook? —NO, ¡Me refiero a tu vida! —O.o cual ?",1
965765461190365184,"Todo es vida y muerte, igual no podemos aceptar la segunda.",0
994262623398096897,-¿Estás resfiado? -DO :),1
965762235787341825,Me iba agarrar alto bajón,0
1092870723364888577,"#Academia - #Sub13 | @Caracas_FC 0-2 @AtleticoVzla | 60' Finaliza el partido con victoria atlética.

#Pretemporada 🏆 #RazaAtlética🔵🔴",0
836690130819768321,"ACUARIO: Vas a decepcionar a uno de tus padres este fin de semana, haz que valga la pena, puede que tengas que irte a vivir con tu abuela.",1
965832649754447873,Me di cuenta que soy lo más ilusa que hay,0
965779335939592192,Ojalá no siga pensando lo mismo,0
965693596006567936,Iba a comprar la entrada de Demi pero la santander no tiene más cupo ESA SUERTEEEEE ya fue compraré en la venta general,0
303303781209235457,"—Mamá, tengo 2 noticias, una buena y una mala —Cuéntame hija que pasó —Pasé una prueba —¡Muy bien! ¿Y la mala? —...de embarazo. =(",1
938447953353756672,"Cuando me preguntaban de niño que quería ser de grande, no recuerdo haber dicho que quería valer verga.",0
368178579290324993,Hola Querido diario: Estoy hecho un pelotudo de esos que hablan con un diario..,1
937533677550034944,Este partido estuvo más cagado que el calzón del árbitro en este momento.,0
908785745074184192,"Todo lo culero pasa en Septiembre, terremotos, inundaciones, el 9/11, lo único vergas fue que le rompimos su madre a la corona en 1810.",0
414615293227323392,#TeAmoPero también amo dormir. Así que no te emociones.,1
790580778811985920,Esos proyectos con dinero de regalías se deben hacer con toda la transparencia posible @simongaviria #OjoConLasRegalias,0
935900593859842048,Si yo soy boludo Pinino Mas,1
510451031831240704,"Pepe, ¿qué te dijo el médico? -Que tengo sonrisa simpática y soy feliz! -Lee bien, dice: CIRROSIS HEPÁTICA Y SÍFILIS!",1
965766228756320256,we todos los dias se me baja la presión lym ?‍♀️,0
391704608143601664,"Que feo se está poniendo el barrio.
Uno sale a vender Paco o chorear stereos y ves cada caripela..",1
965720812815872000,Si voy al cumple del peco voy a tener que ir con un agua tónica abajo del brazo jajaja ??,0
945611062908514304,Adrenalina es meterse la mano en el bolsillo y no sentir el móvil.,1
405495195824709632,#LoQueHubieraTuiteadoDeNiño le metí una botella de plástico a mi bicicleta en la llanta de atrás para que suene como moto jajaja.,1
872432310335000581,"""It's - my - turn""",0
965728102545575936,"No conozco ni se quien es P.Vargas pero se me hace más creíble su versión, además Matias Vega esta super enredado xd #fiebredevina",0
876335181166235648,- ¿Qué haces corriendo alrededor de la universidad? -Una carrera universitaria JAJAJAJAJA,1
965792057284378624,En ocasiones suelo aferrarme a cosas equivocadas,0
965812781348982784,"On the loose en definitiva es una de mis songs para perder el control, literal jajajaja #iHeartAwards #BestSoloBreakout #LouisTomlinson",0
748654937937051651,"""¿Quién es ese?"" ""¿Qué están haciendo?"" ""¿Qué está pasando?"" .... ""¡Cállate y ve la película""",1
462073514007494656,Estaba viendo TOY STORY y me llegó un mensaje de vos.,0
965791163910418432,Amigos que te llenan el 💓,0
156792804734021634,"Horóscopo para el 2012: SALUD los astros te sonríen, DINERO los astros te sonríen, SEXO los astros se cagan de risa. #fb",1
101764495139016705,"¿qué animal cocina mejor la comida? el hornotorrinco
#chistes",1
289104211952693249,"Este hombre HAY q amarlo!_""@fwpipo: Recuerden siempre mis hijos las mujeres no lo saben todo pero si cassiiiiii todo !""",0
939607810710687744,"Me pregunto si las nubes también miran hacia abajo y dicen: “Mira, ese tiene forma de pendejo”.",1
1069419449894100992,La navidad en EE.UU se viven re intensas las casas super decoradas con 3.000 luces acá prendemos el arbolito y salta la térmica,0
966483893099655173,Hace un año era jurado eb the voice. Quizás en un año puedo ser flaca.,0
759286674681688064,Todo esto es culpa de los pokemons bien decía mi abuelita que eran del diablo,0
957254463584161792,Que sexy se vuelve mi cama cuando tengo que estudiar.,1
965655163603181575,Tu infierno está encantadorrr,0
965800622036414464,"Elisa para todo hace bastante ruido!! 😒Caminar,comer,maquillarse,etc etcc",0
965671013865394176,"Voy a decir algo re boludo pero amo cuando dice ""fooooa enserio "" por algo q le cuento, jajajajjajaja matenmeeeee",0
317690170021408769,"—1. Googlea: ""50 most searched women on the web"" —2. Click al primer link —3. Mira el número 7 de la lista —4. Ríe —5. Vuelve aquí y dale RT",0
965715104368152577,"DOS ASESINADAS EN TREINTA Y TRES
 Todavía ninguno de los asesinos están detenidos. 
Una de ellas fue asesinada el 8 de Enero",0
458734899399503872,"Van cuatro mujeres en un coche, ¿quién conduce?
La Grua.",1
965692291565473792,Wisin Ft. Ozuna - Escapate Conmigo,0
433610452782686208,"No se que dura menos, si la bateria de mi celular o yo estudiando.",1
926524394884579328,Publican hasta cuando se sacan el calzón de la raya de las nalgas y después arman un desmadre porque la gente se mete en su “vida privada”.,0
791391154608697344,"Las mujeres que le encuentran sentido al humor negro misógino, son más hermosas que el montón de feministas wanna be.",0
1042552683771637760,"Era un hombre tan pequeño, tan pequeño, que no le cabía la menor duda.
#Chistes #Humor #Anecdotas #Exageraciones ...",1
965685362562686977,Odio que me pregunten que estoy haciendo cuando es bien obvio lo que estoy haciendo.,0
796183775042478080,"Si gana Trump y construye el muro no servirá de nada, ya que los mexicanos ahora nos especializamos en túneles.

—El Chapo.

#ElectionNight",1
1019813350023290880,"Duerme campeón, su mensaje no va a llegar.",0
847135054304366592,"Los hombres con carro automático tienen la ventaja de usar la mano derecha para lo que sea, pintarse las uñas o maquillarse por ejemplo.",1
908007577853755395,El día está como para enrollarse en la bandera y aventarse del techo,0
953135068574187520,"Pusieron ""Whiplash"" en Netflix, pero yo la esperaba hace un año. NOT QUITE MY TEMPO",1
834525131351396352,"La solución para #marerosdesafiantes nos la da el tio Adolfo, camaras de gas!",0
171769061775114243,Antes de tomar asiento: pre sentarse... #chistes,1
965696804628123648,EL PEOR ROBO ES LA EDUCACION,0
965828082161594373,Siempre el tiempo... siempreeee se encarga de poner todo y a todos en su lugar ⏳ Siempreeeeeeee....,0
965789540681166848,Pum!! @AndydeMoore es la primera ganadora!! Y sin trampas cabe destacar!,0
887478651666780160,"Haber = verbo 
A ver = tus nudes",1
965903453783502848,RT SonMujeresEs: Escuchar una mentira y fingir que te la crees.,0
259439745602555904,Típico: Ya querías que llegara el viernes y ahora que llegó no tienes ningún plan. #fail,0
965781391156875264,@aguscuco @hectorvivas24 16 followers por una mención. 🧐,0
965697127614738432,"Los ""ciudadanos del mundo"" súper emocionados con el himno de Marta. Que cosas",0
169098660884389890,"Donde hubo fuego..... hubo asado, y no me invitaron ¬¬ #XD #JAJAJA #RT",1
940733547605905408,"¿Rogarte?... ¡Jajajajajaja!, ni que fueras mi mamá cuando no me deja salir.",1
753083280799457280,"Top 3 de cosas que quisiera:

1. Volver a amarte.
2. Volver a quererte.
3. Volveratenertecercademí girl, mis ojos lloran por ti.",0
325961207762792448,"FELICIDADES!!!!""@ramon_arias: Como cada año este día, según mi papá… nací yo.""",0
747258411432157185,Que se acabe rápido el partido para volver a ver Game of Thrones.,0
1092411981422825473,"—Papá, ¿recuerdas que te dije que haría algo tranquilo?

—Sí.

—¿Me puedes venir a sacar de la cárcel?",1
307990371978326017,"Los niños de hoy en día saben de todo, menos lo bien que se siente ser un niño.",0
185832135540748288,"Un cubano a otro: -Oye chico, ¿qué e lo que a uté le guta de Madona? -A mi de Madona me guta el Maflury y la Mapatata! #fb",1
1065599912363114496,"-Te dejo porque nunca entendés lo que quiero decirte
- Dónde me dejás?",1
911790632527687680,"Saben los que es defensa propia: Decir: “estoy bien”, “ya no me importas”, “ya no te amo” cuando te cortaron con un ""podemos ser amigos""",0
169396346971881474,Dos ratones comiendo el DVD de Harry Potter. Terminando pregunta uno: -Qué te pareció? -Me gusto más el libro! #fb,1
296051978679771136,"-Te amo. -Yo más. -No, yo más. -No, yo más. -¿Quién le perdonó los cuernos a quién? -Esta bien, tú más :D",1
951730051132854272,"- Si mis besos fueran WiFi, ¿me los pedirías o me los robarías?
- Usaría datos móviles...
#Chistes #Humor #Anecdo...",1
965789054158692353,Malditos sentimientos. Quiero ser una piedra,0
965857182234370048,me quedaría con todas sus cosas😔,0
177867553757069314,El amor es ciego: sólo el matrimonio puede devolverle la vista. #fb,1
944631340867125250,No hay nada más peligroso que hablar mientras duermes.,0
684513966563790848,"–Me caías mejor hace un año.
–Pero hace un año no nos conocíamos.
–Exacto.",1
965742900020744192,Se hizo el interesante el loco este 😂😂,0
450791354411413504,"Si la vida te da limones, fácil pide sal y tequila.",1
965937473808420867,Sos vos,0
965779931539091456,"Mierda y los trabajos en grupo, anoten ☝",0
282341441789915136,"—¿En qué escuela estudias? 
—aDiHiviiNaAh. 
—No estudias, ¿verdad? 
—¿qKCoOmOÔoH LhO SuÜPiisZtHe? —Intuición...",1
981137765747363840,"Me caga ir por la calle y ver a un bebé llorando. Yo también odio la vida y no me la paso llorando. Bueno sí, pero no en público.",1
978808615036510208,Mi mayor miedo es que me roben el celular y vean cuantas veces me has dejado en visto.,1
1062067199320436736,Muerto el que Lee.,0
834097081799364612,No hay bien que por mal no venga guau,0
102532101756305408,"Un doctor a su paciente: -Le tengo una BUENA noticia Sra. -Perdón doctor, soy Srta. -Entonces le tengo una MALA noticia. #fb",1
836368858294468609,"- ¡Mamá, mamá, en el colegio me dicen torta!
- Ignóralos, Selva Negra.
#Chistes #Humor #Anecdotas #Mama #Niños #C...",1
372410591761432576,"—♫♪La cucaracha, la cucaracha, ya no puede caminar♪♫
—¡JUAN! ¡PONELO AL ABUELO DE VUELTA EN LA SILLA DE RUEDAS Y NO LO JODAS MÁS!",1
965784973121900544,No se preocupe comadre en el partido de vuelta les metemos 8 y ganamos...,0
940379699179675649,"Típico: cuando alguien te cae mal, todo lo que dice te parece estúpido.",0
794420145095516161,"Pedí un deseo, pero si te digo cuál es no me vas a dar unos besotes.",0
965705545549217793,Me cago en mis muertos tío por las noches le da por dolerme la cabeza y joder...,0
965734645642997765,Saludos @TutoSpanish  desde ARGENTINA PRO!!!??,0
809628059284492288,"Tengo mucha comezón en el cuello, ojalá alguien me rascara

 CON UN CUCHILLO BIEN FILOSO ALV",1
965693063313199104,Tengo depresión post-peaky blinders,0
965704325027782656,Desaparece y cuando me trates de encontrar ya nunca lo lograras. Ojala esas palabras de hoy nunca te pesen,0
744271669837987840,"“Yo jugaba como Cristiano Ronaldo, pero me lastimé la rodilla”.

—Todos los hombres",1
965765087914024962,Tu te la pasas de aqui paya y yo me la paso de alla paca.diendo que no nos queremos mas diciendo que nos olvidamos que va:););),0
1092842919327875073,BUENO AHORA TODOS VAN A VER A SHAWN LPM,0
833839170036629504,"Ando horny, ¿Dónde está mi tío cuando lo necesito? DÓNDEEEEE?",0
965772683781771264,Explícale lo que sientes cuando estás desnuda...,0
608755659597852672,Mi novia me dejo porque dice que soy adicto reggaeton JAJAJAJAJAJ pobre diabla!!! se dice que la han visto por la calle vagando...,1
956996927291195392,"Hay tres cosas que el hombre no puede ocultar: Estar borracho, estar enamorado y un elefante en la cocina.",1
882841655308681218,Tantas ganas de ser políticamente correcto está dejando a la gente sin criterio.,0
77820099242889217,"Un hombre hace planes de futuro cuando compra dos cajas de cerveza
#frases",1
732335691330265088,"si la cerveza victoria me siguiera aqui, me dejaria alcanzar con gusto guau",1
965709471438827520,Que verguenza ajena lo de Tabaré Vázquez.,0
991088386567036929,"Te respondo los mensajes en la calle aún sabiendo que algún Brayan me puede robar el celular. Si eso no es amor, entonces no sé que sea.",1
1009965573990731777,"Y que mañana cuando despertemos, seamos todos flacos.
Amén. 🙏",0
965696032876257280,Que casualidad.,0
363881234323091459,¿140 caracteres? Yo sólo necesito 10: Me encantas.,0
965753071212072960,Tengo un dibujaaaazoo en mente,0
965705189050212352,@vanesaborghi pregunta ¿no la invitaron a la gala de viña  que se arrancó para europa?,0
328714075146178560,Los amigos valen oro... no seas tonto ¡véndelos!,1
965753935234502658,QUIERO GANAR NEGRO PLS #JoelVerdugoDeLeopoldo,0
292099204115996672,Me voy con Morfeo...me esta esperando y esta apurau!!!,0
935664672346460162,Quiero ponerme a estudiar pero mejor el día  #Sép7imoDía,0
1092879195854774274,Todos mis amigos hablandome LOS AMO,0
258662555407503362,"#GraciasATwitter podemos escribir libremente, porque ya nuestros padres y familia en general invadieron Facebook.",1
965782569781473281,quise escribir algo irónicamente (salió mal),0
956421050010685440,"Mi almohada es una peluquera increíble, cada mañana me hace un peinado diferente.",1
160546908065103872,#Machista: Las mujeres consideran que guardar un secreto es simplemente no decir quién se lo dijo. #fb,0
394299224335998976,Fui con un psicólogo y no supo resolver el siguiente problema: (5x+7y)² + 9x-2y = 4x (-8y+3)³. Definitivamente no sirven para nada.,1
1045670210257084416,Sospecho algo y SIEMPRE termina siendo verdad jej,0
515966655001022464,"Mi computadora no tiene memoria, solo un vago recuerdo.",1
26807709675,"cuando veas que todo se acabo, que todo frente a ti es oscuridad 
LEVANTATE Y SAL DEL CINE QUE TERMINO LA PELICULA..!! #CHISTES",1
989771890603442176,"-Cielo, hoy mi dietista me ha dicho que el 70% de nuestro cuerpo es agua.
-Ah, entonces en vez de estar gorda est...",1
965766669145698305,Necesito beber hasta no saber de mi🙆‍♂️,0
736672491016441861,"Me pongo de pie,  y aplaudo a ATLÉTICO MADRID 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",0
106871421510234112,"Niño a su mamá: -Mami, vendí mi Blackberry para comprar marihuana -Que bueno que dejaste ese vicio, hijo! by @rafaerarmando #fb",1
965796813625352192,f u i a b a n d o n a d a é i s t o,0
231595352879427584,Ultima noticia : Del Potro acaba perder el taxi #estoyperdido,0
965725191673450496,Nooo esto es una broma de los viejitos!! Jajaja#VacacionesMilf,0
458312205004337153,"—Oye, ¿leíste el libro que dejó el profe?  —No, pero le tomé varias fotos y las subí a Instagram...",1
825802136634216453,"No soy de ese tipo de persona que anda abrazando y dando cariño a todo el mundo, lo hago cuando me nace y no con cualquiera.",0
965783261816475648,"AHORA en @TVCIUDADuy, la edición #EnSintesis de @infocapitaluy.-",0
600420285754388480,SITUACION SENTIMENTAL: Con más mala suerte que la ardilla de la era del hielo :(,1
965710629079257093,Que ay @Olallo_Rubio estaría súper chingón que suene “A Day In The Life” de The Beatles porfa 👊🏽 #QuéPasóOlallo,0
417484197599522816,Tener los audifonos puestos y sentir como si te estuvieran llamando a cada rato.,0
965870658558230528,"La china se me ha dormido y yo estoy con Don Friolera, hoy nos cunde la clase a las dos",0
965804799563325441,quien chingados me estaba diciendo hermana hace poco y por qué chingados pinche naco,0
965698335561650176,"Creo que mi corazón se saldrá jajaja

#ArtistaDelFestivalCNCO️",0
306239931024547841,-Perdí 500 calorías en 2 segundos - ¿Y como lo hiciste? -Se me cayó mi hamburguesa :(,1
300530758039257089,"Lo malo de que en los karaokes siempre pongan dos micrófonos, es que cuando estás cantando con madre, llega el segundo pendejo a cagarla.",1
1092871499311181824,Que ganas de ir a la cancha que tengo lpm.😑,0
559766235382943744,"—Mi amor, te tengo una buena y una mala noticia —¿Cuál es la buena? —Perdí 5 kilos. —¿Y la mala? —Que era de de unos narcos, empaca tu ropa!",1
778596929454211074,"-¿Sabías que Jennifer Lopez padece una enfermedad renal? -¿De veras? -Sí, porque está renal-gona :)",1
775418747041570816,"-Qué tienes Berenice?
-Me siento mal
-¿Qué pasó?
-Se me pasaron las copas
-JAJA por estúpida, LOTERÍA! LOTERÍA! 
*nadie le entiende*",0
73760870303408128,"Jefe al empleado: -Es el cuarto día que llega tarde esta semana, que conclusión saca de éso? -Que hoy es jueves! by @franklintobon #fb",1
91603160879202304,#Chiste 2 peces hablando: oye sabias q los peces tenemos 2 segundos de memoria ... Que? .. Que de que? ... Como fue pues pirobo #chistes RT,1
